ID,Head,Tail,Center 11,Center 12,Center 13,Center 14,Center 15,Center 16,Center 17,Center 21,Center 22,Center 23,Center 31,Center 32,Center 33,Center 34,Center 35,Center 36,Center 37,Center 41,Center 42,Center 43
0.0,93.54204199973746,101.48648004181668,96.00054674512731,96.04058124059947,94.00013594794974,98.8429218313707,99.70618731955652,98.42825008524125,95.91119869690883,105.39806611248785,93.68040607475241,100.92967362990252,94.4569764564712,95.71393536391253,98.26866363155833,93.74255821349504,97.68150860040348,100.5580134796084,100.0498244836371,96.11972045580163,95.6225568699596,99.40426318736478
1.0,95.49271731314185,105.57078540520544,98.35257392523374,97.76637508845707,100.34613474165295,99.36761869257697,101.67001345500816,102.59747864865344,93.60141707686587,91.88248549416893,104.6824733020917,101.12466828194134,98.14877056484185,97.5166261545556,90.56366403728336,96.31927938028856,94.92141818723594,99.19345513246449,112.49941296066852,94.43369495882911,95.75594703947037,93.3229359928544
2.0,102.6401594247543,86.69096654520573,98.69608026750666,98.18483637190215,97.08896825711362,96.80542639488169,93.38666555982114,96.69050177209394,105.74555893880293,93.21112229665268,97.58622286923963,100.33271979773282,102.23329143850114,97.79581774424973,94.99418221058342,98.18924561180933,99.32890265705917,97.52548216822007,111.22500420005878,104.62804350707702,96.27450502043574,88.89891353412209
3.0,98.54864190597627,101.15038639776972,94.81004141241365,93.6148357842561,96.74904596675519,91.7920006766292,91.3091038431505,96.98208346083105,96.97136108974236,95.84214401141868,97.97292789539686,95.24375584730049,94.79461831986323,96.86342113475573,97.25524842273535,98.4956104639734,99.48043788483024,96.18458263098223,97.5026435718656,100.82526882166289,101.51812557069772,95.95406178021513
4.0,97.52401600801721,92.98278932086052,95.64760822147029,104.02650527281854,94.64946187595517,98.2034554770625,99.44363004865805,96.38303147736373,103.67929290819022,95.65898492881449,95.51431879093715,95.91951620441831,93.94802315176001,93.39480930067107,100.90501180289196,98.49050567034136,99.10295148953402,108.66956495073491,107.69561867525158,96.49235927173221,98.23376489310596,98.3036842464343
5.0,98.86536874828994,100.05582456654835,98.6577952546529,103.73713509416265,92.50960940409016,97.70338770266363,96.66521141923407,97.96181866419523,102.86532239348641,100.23096069831513,94.70208146083276,96.55825315763347,98.03252649443421,93.59823920295057,98.89450163858945,99.52513029650903,89.31358234912656,102.58326970793064,105.49948727827905,99.62068231051828,96.72463437263087,101.76672419053624
6.0,96.85860137950982,96.70768109236913,95.65481177363715,104.84850153873106,93.89110363953125,97.0557542900121,101.06405684102805,104.58029043939555,116.37307048064831,98.50063191758356,97.14926865048406,97.04088603958478,96.4386315029279,96.357798019292,94.92784351286468,101.33124836906384,98.43386430781408,108.6121081984813,101.58877412976328,100.9368376294562,101.35197867253753,101.77939900446809
7.0,96.24267145441661,99.37490323948788,96.79351921957337,92.29539194861772,96.31767880767721,95.40486525057112,90.37695992244466,99.89395731981122,103.18936512530026,97.21907684613458,99.25001527059952,95.2042049708739,98.38156904975266,103.93577960245283,95.00017388096859,96.72997343842961,93.54774917654288,102.0579116547616,111.370673854372,101.11396685009582,97.30991194466941,94.86427816298921
8.0,98.83032726280723,107.39974417341642,98.84573219170228,94.38421134688582,99.44153482240523,109.37630710254983,98.93223992936197,101.94376707994765,106.92557491065911,96.2722917638318,95.24256097823915,91.58830346935925,101.90201072462048,100.2652974580236,94.44114561271537,100.72392540898251,104.30242673161207,99.98485646871335,109.59671383316977,99.97786448488641,97.31626935484759,94.92912850266835
9.0,99.93779305078593,98.68621779581551,102.22569464500891,94.84179060067166,94.8518004835292,96.77843808589189,101.49327060052315,100.92342048149474,92.62132092139444,99.24052558956889,100.98984325904722,100.6577171328128,98.7239092396428,96.87644029679376,99.47790900248926,96.05791675293142,94.75089649003623,97.44187468949619,101.99113730214172,102.89809390502384,99.27004629521609,96.47859404648786
10.0,85.81601347367203,98.63736204789603,98.02053667400942,100.31374339879999,99.79605384508314,101.69276719193293,102.06386777336542,103.21032770416582,107.34105434584895,103.6128572638901,99.22312100940361,103.53455399302318,97.77813345176176,97.66024984449813,100.53647245155346,95.10403712741498,97.87807499729718,106.07904738087703,106.0027261129111,89.40779360861964,107.36125283435861,97.87268677360659
11.0,98.27454968307833,92.44825571087351,100.02183739579887,95.26950219195031,96.06467747054323,98.82974524441484,96.75651027989716,104.55714375480696,95.21381546514559,102.89504845124631,96.94200387695442,96.30956162109177,100.67363218640205,103.09668009641908,100.8275033568131,98.63369600467088,96.30826156776473,96.07874722190064,108.80338757993889,96.19169114404426,91.19021408426897,99.45927896333653
